fico, loanRateDiff, loanTimeRemaining, isInCurrentOrder, noFee, loanType, purpose, loanAmountRequested, title, loanAmtRemaining, primeUnfundedAmount, alreadyInvestedIn, loanGrade, searchrank, loan_status, hasCosigner, isWholeLoan, primeFractions, wholeLoanTimeRemaining, alreadySelected, loanUnfundedAmount, loanAmt, loanLength, loanGUID, amountToInvest, primeTotalInvestment, loanRate, primeMarkedInvestment, 
685-689, .00, 924709813, false, 0, Personal, debt_consolidation, 24000, Debt consolidation, 21000, 0, false, E5, -1, INFUNDING, false, 0, 0, -237235187, false, 21000, 24000, 60, 70002136, 0, 0, 21.48, 0, 
700-704, .00, 959561813, false, 0, Personal, house, 25025, Home buying, 21100, 0, false, E5, -1, INFUNDING, false, 0, 0, -165235187, false, 21100, 25025, 60, 70331342, 0, 0, 21.48, 0, 
715-719, .00, 791282813, false, 0, Personal, credit_card, 35000, Credit card refinancing, 21125, 0, false, D3, -1, INFUNDING, false, 0, 0, -338035187, false, 21125, 35000, 60, 69842167, 0, 0, 17.27, 0, 
740-744, .00, 938475813, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 21275, 0, false, B4, -1, INFUNDING, false, 0, 0, -222835187, false, 21275, 25000, 60, 69969446, 0, 0, 10.78, 0, 
670-674, .00, 866732813, false, 0, Personal, medical, 35000, Medical expenses, 21325, 0, false, F2, -1, INFUNDING, false, 0, 0, -294835187, false, 21325, 35000, 60, 70062637, 0, 0, 23.13, 0, 
675-679, .00, 1187893813, false, 0, Personal, credit_card, 35000, Credit card refinancing, 21375, 0, false, C2, -1, INFUNDING, false, 0, 0, -21235187, false, 21375, 35000, 36, 70070688, 0, 0, 12.99, 0, 
695-699, .00, 777150813, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 21375, 0, false, E4, -1, INFUNDING, false, 0, 0, -381235187, false, 21375, 35000, 60, 70191699, 0, 0, 20.50, 0, 
705-709, .00, 1122555813, false, 0, Personal, credit_card, 28800, 21425, 0, false, D5, -1, INFUNDING, false, 0, 0, -35635187, false, 21425, 28800, 60, 70281641, 0, 0, 19.53, 0, 
695-699, .00, 956579813, false, 0, Personal, credit_card, 28000, Credit card refinancing, 21425, 0, false, B5, -1, INFUNDING, false, 0, 0, -208435187, false, 21425, 28000, 60, 69652373, 0, 0, 11.48, 0, 
765-769, .00, 1012641813, false, 0, Personal, debt_consolidation, 24500, Debt consolidation, 21425, 0, false, C2, -1, INFUNDING, false, 0, 0, -150835187, false, 21425, 24500, 60, 70291629, 0, 0, 12.88, 0, 
710-714, .00, 926234813, false, 0, Personal, home_improvement, 26800, Home improvement, 21475, 0, false, B2, -1, INFUNDING, false, 0, 0, -237235187, false, 21475, 26800, 60, 68447748, 0, 0, 9.17, 0, 
660-664, .00, 930220813, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 21500, 0, false, E2, -1, INFUNDING, false, 0, 0, -222835187, false, 21500, 25000, 60, 70026124, 0, 0, 19.48, 0, 
715-719, .00, 1122194813, false, 0, Personal, credit_card, 25800, 21550, 0, false, C2, -1, INFUNDING, false, 0, 0, -35635187, false, 21550, 25800, 60, 70271672, 0, 0, 12.99, 0, 
660-664, .00, 904186813, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 21650, 0, false, D4, -1, INFUNDING, false, 0, 0, -251635187, false, 21650, 30000, 60, 70093144, 0, 0, 17.97, 0, 
700-704, .00, 872339813, false, 0, Personal, credit_card, 28800, Credit card refinancing, 21650, 0, false, B4, -1, INFUNDING, false, 0, 0, -251635187, false, 21650, 28800, 60, 70032755, 0, 0, 10.78, 0, 
710-714, .00, 1182731813, false, 0, Personal, debt_consolidation, 28000, Debt consolidation, 21750, 0, false, B2, -1, INFUNDING, false, 0, 0, -21235187, false, 21750, 28000, 60, 70681107, 0, 0, 9.16, 0, 
685-689, .00, 935040813, false, 0, Personal, credit_card, 26000, Credit card refinancing, 21875, 0, false, B3, -1, INFUNDING, false, 0, 0, -222835187, false, 21875, 26000, 60, 70182826, 0, 0, 9.80, 0, 
700-704, .00, 952220813, false, 0, Personal, credit_card, 30000, Credit card refinancing, 21925, 0, false, B2, -1, INFUNDING, false, 0, 0, -208435187, false, 21925, 30000, 60, 70341189, 0, 0, 9.17, 0, 
660-664, .00, 1118077813, false, 0, Personal, debt_consolidation, 30900, Debt consolidation, 21925, 0, false, E3, -1, INFUNDING, false, 0, 0, -35635187, false, 21925, 30900, 60, 70760828, 0, 0, 21.18, 0, 
715-719, .00, 799961813, false, 0, Personal, home_improvement, 35000, Home improvement, 21950, 0, false, C1, -1, INFUNDING, false, 0, 0, -338035187, false, 21950, 35000, 60, 70170539, 0, 0, 11.99, 0, 
685-689, .00, 864057813, false, 0, Personal, debt_consolidation, 30000, 22000, 0, false, C2, -1, INFUNDING, false, 0, 0, -294835187, false, 22000, 30000, 60, 69087062, 0, 0, 12.88, 0, 
715-719, .00, 929222813, false, 0, Personal, debt_consolidation, 30800, Debt consolidation, 22000, 0, false, D2, -1, INFUNDING, false, 0, 0, -222835187, false, 22000, 30800, 60, 70222873, 0, 0, 16.59, 0, 
670-674, .00, 1013711813, false, 0, Personal, debt_consolidation, 24000, Debt consolidation, 22050, 0, false, D4, -1, INFUNDING, false, 0, 0, -150835187, false, 22050, 24000, 60, 70521671, 0, 0, 17.97, 0, 
685-689, .00, 810026813, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 22050, 0, false, D5, -1, INFUNDING, false, 0, 0, -338035187, false, 22050, 35000, 60, 70171980, 0, 0, 18.49, 0, 
675-679, .00, 873261813, false, 0, Personal, small_business, 29400, Business, 22050, 0, false, D4, -1, INFUNDING, false, 0, 0, -251635187, false, 22050, 29400, 60, 70192452, 0, 0, 17.97, 0, 
695-699, .00, 835722813, false, 0, Personal, debt_consolidation, 28000, Debt consolidation, 22075, 0, false, B2, -1, INFUNDING, false, 0, 0, -323635187, false, 22075, 28000, 60, 70072045, 0, 0, 9.17, 0, 
700-704, .00, 931202813, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 22075, 0, false, E2, -1, INFUNDING, false, 0, 0, -222835187, false, 22075, 25000, 60, 70013390, 0, 0, 19.48, 0, 
715-719, .00, 994796813, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 22225, 0, false, D2, -1, INFUNDING, false, 0, 0, -165235187, false, 22225, 30000, 60, 70431495, 0, 0, 16.59, 0, 
715-719, .00, 1111669813, false, 0, Personal, major_purchase, 24000, Major purchase, 22350, 0, false, F1, -1, INFUNDING, false, 0, 0, -50035187, false, 22350, 24000, 60, 70580453, 0, 0, 23.13, 0, 
680-684, .00, 955035813, false, 0, Personal, debt_consolidation, 28000, Debt consolidation, 22400, 0, false, B4, -1, INFUNDING, false, 0, 0, -208435187, false, 22400, 28000, 60, 70381277, 0, 0, 10.78, 0, 
660-664, .00, 931538813, false, 0, Personal, debt_consolidation, 28700, Debt consolidation, 22450, 0, false, C5, -1, INFUNDING, false, 0, 0, -266035187, false, 22450, 28700, 60, 70093282, 0, 0, 14.85, 0, 
725-729, .00, 1090997813, false, 0, Personal, credit_card, 28000, Credit card refinancing, 22475, 0, false, A2, -1, INFUNDING, false, 0, 0, -64435187, false, 22475, 28000, 36, 69892533, 0, 0, 6.49, 0, 
670-674, .00, 1031396813, false, 0, Personal, credit_card, 28000, Credit card refinancing, 22525, 0, false, C2, -1, INFUNDING, false, 0, 0, -122035187, false, 22525, 28000, 60, 70411927, 0, 0, 12.99, 0, 
720-724, .00, 935769813, false, 0, Personal, debt_consolidation, 29900, Debt consolidation, 22550, 0, false, E1, -1, INFUNDING, false, 0, 0, -222835187, false, 22550, 29900, 60, 70123444, 0, 0, 18.99, 0, 
670-674, .00, 827767813, false, 0, Personal, debt_consolidation, 32000, 22575, 0, false, E3, -1, INFUNDING, false, 0, 0, -338035187, false, 22575, 32000, 60, 69081998, 0, 0, 19.89, 0, 
660-664, .00, 886414813, false, 0, Personal, credit_card, 29350, Credit card refinancing, 22625, 0, false, E5, -1, INFUNDING, false, 0, 0, -294835187, false, 22625, 29350, 60, 70061890, 0, 0, 21.48, 0, 
710-714, .00, 1117182813, false, 0, Personal, other, 26000, Other, 22650, 0, false, A5, -1, INFUNDING, false, 0, 0, -35635187, false, 22650, 26000, 36, 70660794, 0, 0, 7.89, 0, 
720-724, .00, 930551813, false, 0, Personal, debt_consolidation, 26000, Debt consolidation, 22700, 0, false, B4, -1, INFUNDING, false, 0, 0, -222835187, false, 22700, 26000, 60, 70193078, 0, 0, 10.78, 0, 
715-719, .00, 864224813, false, 0, Personal, credit_card, 35000, Credit card refinancing, 22700, 0, false, C2, -1, INFUNDING, false, 0, 0, -294835187, false, 22700, 35000, 60, 70143715, 0, 0, 12.88, 0, 
735-739, .00, 937609813, false, 0, Personal, debt_consolidation, 28000, Debt consolidation, 22725, 0, false, B1, -1, INFUNDING, false, 0, 0, -222835187, false, 22725, 28000, 60, 69812773, 0, 0, 8.49, 0, 
730-734, .00, 940948813, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 22725, 0, false, E2, -1, INFUNDING, false, 0, 0, -222835187, false, 22725, 30000, 60, 70083217, 0, 0, 19.48, 0, 
660-664, .00, 927973813, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 22725, 0, false, F1, -1, INFUNDING, false, 0, 0, -237235187, false, 22725, 25000, 60, 70213029, 0, 0, 22.45, 0, 
670-674, .00, 957077813, false, 0, Personal, home_improvement, 35000, Home improvement, 22750, 0, false, E5, -1, INFUNDING, false, 0, 0, -208435187, false, 22750, 35000, 60, 70311323, 0, 0, 21.48, 0, 
660-664, .00, 1106514813, false, 0, Personal, other, 24000, Other, 22750, 0, false, F3, -1, INFUNDING, false, 0, 0, -50035187, false, 22750, 24000, 60, 70730612, 0, 0, 24.99, 0, 
695-699, .00, 944375813, false, 0, Personal, credit_card, 33000, Credit card refinancing, 22775, 0, false, E1, -1, INFUNDING, false, 0, 0, -208435187, false, 22775, 33000, 60, 70501154, 0, 0, 18.99, 0, 
690-694, .00, 850763813, false, 0, Personal, debt_consolidation, 32000, Debt consolidation, 22775, 0, false, C1, -1, INFUNDING, false, 0, 0, -309235187, false, 22775, 32000, 60, 70062342, 0, 0, 11.99, 0, 
680-684, .00, 922410813, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 22775, 0, false, E2, -1, INFUNDING, false, 0, 0, -237235187, false, 22775, 25000, 60, 70093265, 0, 0, 19.48, 0, 
690-694, .00, 864673813, false, 0, Personal, debt_consolidation, 30350, Debt consolidation, 22800, 0, false, E5, -1, INFUNDING, false, 0, 0, -294835187, false, 22800, 30350, 60, 70162514, 0, 0, 21.48, 0, 
670-674, .00, 1193257813, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 22800, 0, false, C2, -1, INFUNDING, false, 0, 0, -6835187, false, 22800, 35000, 36, 70641198, 0, 0, 12.99, 0, 
665-669, .00, 939703813, false, 0, Personal, debt_consolidation, 27000, Debt consolidation, 22800, 0, false, E4, -1, INFUNDING, false, 0, 0, -222835187, false, 22800, 27000, 60, 15449687, 0, 0, 20.50, 0, 
680-684, .00, 884442813, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 22875, 0, false, D4, -1, INFUNDING, false, 0, 0, -251635187, false, 22875, 30000, 60, 69982982, 0, 0, 17.97, 0, 
715-719, .00, 1092173813, false, 0, Personal, debt_consolidation, 26400, Debt consolidation, 22950, 0, false, A1, -1, INFUNDING, false, 0, 0, -64435187, false, 22950, 26400, 36, 70130378, 0, 0, 5.32, 0, 
725-729, .00, 932497813, false, 0, Personal, debt_consolidation, 25600, Debt consolidation, 22950, 0, false, B1, -1, INFUNDING, false, 0, 0, -222835187, false, 22950, 25600, 60, 70102347, 0, 0, 8.49, 0, 
740-744, .00, 941898813, false, 0, Personal, credit_card, 27600, 22950, 0, false, B3, -1, INFUNDING, false, 0, 0, -222835187, false, 22950, 27600, 60, 70241507, 0, 0, 9.80, 0, 
685-689, .00, 905747813, false, 0, Personal, home_improvement, 35000, 22950, 0, false, C5, -1, INFUNDING, false, 0, 0, -251635187, false, 22950, 35000, 60, 70240399, 0, 0, 14.85, 0, 
695-699, .00, 937132813, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 22975, 0, false, D4, -1, INFUNDING, false, 0, 0, -222835187, false, 22975, 35000, 60, 70192503, 0, 0, 17.97, 0, 
695-699, .00, 1116760813, false, 0, Personal, credit_card, 35000, Credit card refinancing, 22975, 0, false, A4, -1, INFUNDING, false, 0, 0, -78835187, false, 22975, 35000, 36, 70600777, 0, 0, 7.39, 0, 
705-709, .00, 1072482813, false, 0, Personal, credit_card, 28000, Credit card refinancing, 22975, 0, false, A1, -1, INFUNDING, false, 0, 0, -78835187, false, 22975, 28000, 36, 70600391, 0, 0, 5.32, 0, 
700-704, .00, 967487813, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 23000, 0, false, C3, -1, INFUNDING, false, 0, 0, -165235187, false, 23000, 30000, 60, 70351354, 0, 0, 13.44, 0, 
670-674, .00, 917746813, false, 0, Personal, debt_consolidation, 33600, 23000, 0, false, F1, -1, INFUNDING, false, 0, 0, -237235187, false, 23000, 33600, 60, 69694309, 0, 0, 22.45, 0, 
715-719, .00, 1129407813, false, 0, Personal, debt_consolidation, 28000, Debt consolidation, 23025, 0, false, B3, -1, INFUNDING, false, 0, 0, -35635187, false, 23025, 28000, 60, 70671059, 0, 0, 9.75, 0, 
690-694, .00, 1051107813, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 23025, 0, false, E5, -1, INFUNDING, false, 0, 0, -78835187, false, 23025, 30000, 60, 70730328, 0, 0, 22.45, 0, 
720-724, .00, 877146813, false, 0, Personal, home_improvement, 35000, Home improvement, 23025, 0, false, E5, -1, INFUNDING, false, 0, 0, -251635187, false, 23025, 35000, 60, 70122911, 0, 0, 21.48, 0, 
735-739, .00, 1006074813, false, 0, Personal, debt_consolidation, 28000, Debt consolidation, 23100, 0, false, B3, -1, INFUNDING, false, 0, 0, -150835187, false, 23100, 28000, 60, 70341593, 0, 0, 9.80, 0, 
765-769, .00, 1056411813, false, 0, Personal, debt_consolidation, 28000, Debt consolidation, 23175, 0, false, A1, -1, INFUNDING, false, 0, 0, -78835187, false, 23175, 28000, 36, 70760246, 0, 0, 5.32, 0, 
670-674, .00, 882609813, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 23175, 0, false, F1, -1, INFUNDING, false, 0, 0, -251635187, false, 23175, 30000, 60, 68985541, 0, 0, 22.45, 0, 
700-704, .00, 869595813, false, 0, Personal, credit_card, 35000, Credit card refinancing, 23200, 0, false, E3, -1, INFUNDING, false, 0, 0, -294835187, false, 23200, 35000, 60, 70062685, 0, 0, 19.89, 0, 
725-729, .00, 1047664813, false, 0, Personal, credit_card, 28000, Credit card refinancing, 23200, 0, false, A1, -1, INFUNDING, false, 0, 0, -78835187, false, 23200, 28000, 36, 70620291, 0, 0, 5.32, 0, 
700-704, .00, 879864813, false, 0, Personal, credit_card, 35000, Credit card refinancing, 23250, 0, false, C4, -1, INFUNDING, false, 0, 0, -251635187, false, 23250, 35000, 60, 69562152, 0, 0, 13.99, 0, 
695-699, .00, 874353813, false, 0, Personal, debt_consolidation, 30600, Debt consolidation, 23275, 0, false, F1, -1, INFUNDING, false, 0, 0, -251635187, false, 23275, 30600, 60, 69086985, 0, 0, 22.45, 0, 
695-699, .00, 1201269813, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 23300, 0, false, B3, -1, INFUNDING, false, 0, 0, -6835187, false, 23300, 35000, 36, 70182248, 0, 0, 9.75, 0, 
720-724, .00, 869107813, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 23300, 0, false, C2, -1, INFUNDING, false, 0, 0, -294835187, false, 23300, 35000, 60, 69992696, 0, 0, 12.88, 0, 
675-679, .00, 1120387813, false, 0, Personal, debt_consolidation, 28000, Debt consolidation, 23300, 0, false, C5, -1, INFUNDING, false, 0, 0, -35635187, false, 23300, 28000, 60, 70650805, 0, 0, 15.31, 0, 
695-699, .00, 1197333813, false, 0, Personal, home_improvement, 35000, 23325, 0, false, B2, -1, INFUNDING, false, 0, 0, -6835187, false, 23325, 35000, 36, 69978553, 0, 0, 9.16, 0, 
715-719, .00, 920021813, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 23350, 0, false, B3, -1, INFUNDING, false, 0, 0, -237235187, false, 23350, 30000, 60, 68365726, 0, 0, 9.80, 0, 
740-744, .00, 1054871813, false, 0, Personal, debt_consolidation, 29000, Debt consolidation, 23375, 0, false, A1, -1, INFUNDING, false, 0, 0, -78835187, false, 23375, 29000, 36, 70750326, 0, 0, 5.32, 0, 
680-684, .00, 876691813, false, 0, Personal, debt_consolidation, 33000, Debt consolidation, 23400, 0, false, C3, -1, INFUNDING, false, 0, 0, -251635187, false, 23400, 33000, 60, 69992803, 0, 0, 13.44, 0, 
695-699, .00, 920018813, false, 0, Personal, small_business, 30000, Business, 23450, 0, false, F2, -1, INFUNDING, false, 0, 0, -280435187, false, 23450, 30000, 60, 70024879, 0, 0, 23.13, 0, 
665-669, .00, 978182813, false, 0, Personal, debt_consolidation, 31525, Debt consolidation, 23475, 0, false, F1, -1, INFUNDING, false, 0, 0, -165235187, false, 23475, 31525, 60, 70301452, 0, 0, 22.45, 0, 
720-724, .00, 1129398813, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 23500, 0, false, F4, -1, INFUNDING, false, 0, 0, -35635187, false, 23500, 35000, 60, 70730856, 0, 0, 25.88, 0, 
690-694, .00, 1122394813, false, 0, Personal, debt_consolidation, 26600, Debt consolidation, 23500, 0, false, F2, -1, INFUNDING, false, 0, 0, -35635187, false, 23500, 26600, 60, 70680846, 0, 0, 24.11, 0, 
705-709, .00, 865733813, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 23525, 0, false, C2, -1, INFUNDING, false, 0, 0, -294835187, false, 23525, 35000, 60, 69992652, 0, 0, 12.88, 0, 
740-744, .00, 1123374813, false, 0, Personal, credit_card, 35000, 23525, 0, false, E1, -1, INFUNDING, false, 0, 0, -35635187, false, 23525, 35000, 60, 70800125, 0, 0, 19.99, 0, 
675-679, .00, 971991813, false, 0, Personal, debt_consolidation, 33000, Debt consolidation, 23550, 0, false, D1, -1, INFUNDING, false, 0, 0, -165235187, false, 23550, 33000, 60, 70361407, 0, 0, 15.77, 0, 
690-694, .00, 929275813, false, 0, Personal, credit_card, 28000, Credit card refinancing, 23575, 0, false, B4, -1, INFUNDING, false, 0, 0, -222835187, false, 23575, 28000, 60, 69983053, 0, 0, 10.78, 0, 
695-699, .00, 1107449813, false, 0, Personal, debt_consolidation, 32875, Debt consolidation, 23600, 0, false, F4, -1, INFUNDING, false, 0, 0, -50035187, false, 23600, 32875, 60, 70760727, 0, 0, 25.88, 0, 
680-684, .00, 852582813, false, 0, Personal, home_improvement, 30000, Home improvement, 23700, 0, false, F4, -1, INFUNDING, false, 0, 0, -309235187, false, 23700, 30000, 60, 70153381, 0, 0, 25.09, 0, 
660-664, .00, 946514813, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 23825, 0, false, E2, -1, INFUNDING, false, 0, 0, -208435187, false, 23825, 35000, 60, 70291196, 0, 0, 19.48, 0, 
740-744, .00, 1121324813, false, 0, Personal, home_improvement, 30000, Home improvement, 23875, 0, false, B3, -1, INFUNDING, false, 0, 0, -35635187, false, 23875, 30000, 60, 70760821, 0, 0, 9.75, 0, 
675-679, .00, 1183026813, false, 0, Personal, debt_consolidation, 28000, Debt consolidation, 23900, 0, false, C4, -1, INFUNDING, false, 0, 0, -21235187, false, 23900, 28000, 36, 70761104, 0, 0, 14.46, 0, 
680-684, .00, 848673813, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 23925, 0, false, C5, -1, INFUNDING, false, 0, 0, -309235187, false, 23925, 30000, 60, 69967615, 0, 0, 14.85, 0, 
680-684, .00, 865391813, false, 0, Personal, house, 35000, Home buying, 23950, 0, false, E4, -1, INFUNDING, false, 0, 0, -294835187, false, 23950, 35000, 60, 70032675, 0, 0, 20.50, 0, 
705-709, .00, 1109425813, false, 0, Personal, credit_card, 27900, Credit card refinancing, 23975, 0, false, A4, -1, INFUNDING, false, 0, 0, -93235187, false, 23975, 27900, 36, 70740673, 0, 0, 7.39, 0, 
660-664, .00, 833970813, false, 0, Personal, debt_consolidation, 31500, Debt consolidation, 23975, 0, false, E5, -1, INFUNDING, false, 0, 0, -323635187, false, 23975, 31500, 60, 70072039, 0, 0, 21.48, 0, 
690-694, .00, 849495813, false, 0, Personal, credit_card, 29900, 24050, 0, false, D4, -1, INFUNDING, false, 0, 0, -309235187, false, 24050, 29900, 60, 69086955, 0, 0, 17.97, 0, 
755-759, .00, 1118781813, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 24125, 0, false, A3, -1, INFUNDING, false, 0, 0, -78835187, false, 24125, 30000, 36, 70391411, 0, 0, 6.97, 0, 
710-714, .00, 937026813, false, 0, Personal, credit_card, 30000, Credit card refinancing, 24150, 0, false, C1, -1, INFUNDING, false, 0, 0, -222835187, false, 24150, 30000, 60, 70093057, 0, 0, 11.99, 0, 
705-709, .00, 846285813, false, 0, Personal, small_business, 35000, Business, 24150, 0, false, F1, -1, INFUNDING, false, 0, 0, -309235187, false, 24150, 35000, 60, 70053465, 0, 0, 22.45, 0, 
670-674, .00, 838301813, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 24150, 0, false, E2, -1, INFUNDING, false, 0, 0, -323635187, false, 24150, 30000, 60, 70212018, 0, 0, 19.48, 0, 
725-729, .00, 1123151813, false, 0, Personal, debt_consolidation, 28000, Debt consolidation, 24225, 0, false, A5, -1, INFUNDING, false, 0, 0, -35635187, false, 24225, 28000, 36, 70341591, 0, 0, 7.89, 0, 
680-684, .00, 1119003813, false, 0, Personal, credit_card, 30000, Credit card refinancing, 24225, 0, false, B3, -1, INFUNDING, false, 0, 0, -35635187, false, 24225, 30000, 60, 70181458, 0, 0, 9.75, 0, 
670-674, .00, 916227813, false, 0, Personal, house, 28000, Home buying, 24325, 0, false, E3, -1, INFUNDING, false, 0, 0, -237235187, false, 24325, 28000, 60, 68751349, 0, 0, 19.89, 0, 
695-699, .00, 1110491813, false, 0, Personal, debt_consolidation, 28000, Debt consolidation, 24325, 0, false, A1, -1, INFUNDING, false, 0, 0, -93235187, false, 24325, 28000, 36, 70660732, 0, 0, 5.32, 0, 
710-714, .00, 937441813, false, 0, Personal, debt_consolidation, 28050, Debt consolidation, 24325, 0, false, E2, -1, INFUNDING, false, 0, 0, -222835187, false, 24325, 28050, 60, 70170181, 0, 0, 19.48, 0, 
750-754, .00, 937137813, false, 0, Personal, debt_consolidation, 31200, Debt consolidation, 24425, 0, false, B3, -1, INFUNDING, false, 0, 0, -222835187, false, 24425, 31200, 60, 69993325, 0, 0, 9.80, 0, 
740-744, .00, 1126667813, false, 0, Personal, major_purchase, 30000, Major purchase, 24450, 0, false, B4, -1, INFUNDING, false, 0, 0, -35635187, false, 24450, 30000, 60, 70221477, 0, 0, 10.78, 0, 
700-704, .00, 1092971813, false, 0, Personal, home_improvement, 35000, Home improvement, 24575, 0, false, A4, -1, INFUNDING, false, 0, 0, -107635187, false, 24575, 35000, 36, 70361813, 0, 0, 7.39, 0, 
690-694, .00, 1192562813, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 24650, 0, false, D1, -1, INFUNDING, false, 0, 0, -6835187, false, 24625, 30000, 36, 69990914, 0, 0, 16.29, 0, 
720-724, .00, 945340813, false, 0, Personal, debt_consolidation, 31800, Debt consolidation, 24750, 0, false, B2, -1, INFUNDING, false, 0, 0, -208435187, false, 24750, 31800, 60, 70501174, 0, 0, 9.17, 0, 
685-689, .00, 952289813, false, 0, Personal, debt_consolidation, 32000, Debt consolidation, 24750, 0, false, D3, -1, INFUNDING, false, 0, 0, -208435187, false, 24750, 32000, 60, 70341246, 0, 0, 17.27, 0, 
730-734, .00, 940427813, false, 0, Personal, credit_card, 35000, Credit card refinancing, 24825, 0, false, C2, -1, INFUNDING, false, 0, 0, -222835187, false, 24825, 35000, 60, 70341115, 0, 0, 12.88, 0, 
770-774, .00, 1120040813, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 24825, 0, false, B3, -1, INFUNDING, false, 0, 0, -35635187, false, 24825, 30000, 60, 70780738, 0, 0, 9.75, 0, 
685-689, .00, 1123882813, false, 0, Personal, debt_consolidation, 32000, Debt consolidation, 24875, 0, false, E3, -1, INFUNDING, false, 0, 0, -35635187, false, 24875, 32000, 60, 70291259, 0, 0, 21.18, 0, 
735-739, .00, 1135407813, false, 0, Personal, debt_consolidation, 28000, Debt consolidation, 24900, 0, false, A2, -1, INFUNDING, false, 0, 0, -35635187, false, 24900, 28000, 36, 70660942, 0, 0, 6.49, 0, 
680-684, .00, 1030428813, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 24900, 0, false, E1, -1, INFUNDING, false, 0, 0, -122035187, false, 24900, 35000, 60, 70502036, 0, 0, 19.99, 0, 
665-669, .00, 924610813, false, 0, Personal, home_improvement, 28000, Home improvement, 24900, 0, false, E2, -1, INFUNDING, false, 0, 0, -237235187, false, 24900, 28000, 60, 69524113, 0, 0, 19.48, 0, 
665-669, .00, 857155813, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 24900, 0, false, F5, -1, INFUNDING, false, 0, 0, -294835187, false, 24900, 35000, 60, 69802847, 0, 0, 26.06, 0, 
705-709, .00, 852138813, false, 0, Personal, other, 32200, Other, 24925, 0, false, D5, -1, INFUNDING, false, 0, 0, -309235187, false, 24925, 32200, 60, 68901330, 0, 0, 18.49, 0, 
680-684, .00, 790141813, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 24950, 0, false, D5, -1, INFUNDING, false, 0, 0, -338035187, false, 24950, 35000, 60, 69443548, 0, 0, 18.49, 0, 
685-689, .00, 889728813, false, 0, Personal, debt_consolidation, 31200, Debt consolidation, 25050, 0, false, E3, -1, INFUNDING, false, 0, 0, -251635187, false, 25050, 31200, 60, 70062884, 0, 0, 19.89, 0, 
680-684, .00, 1199211813, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 25050, 0, false, C1, -1, INFUNDING, false, 0, 0, -6835187, false, 25050, 30000, 36, 70641236, 0, 0, 11.99, 0, 
695-699, .00, 856301813, false, 0, Personal, debt_consolidation, 35000, 25075, 0, false, D4, -1, INFUNDING, false, 0, 0, -309235187, false, 25075, 35000, 60, 69097140, 0, 0, 17.97, 0, 
705-709, .00, 932126813, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 25125, 0, false, D1, -1, INFUNDING, false, 0, 0, -222835187, false, 25125, 35000, 60, 70162479, 0, 0, 15.77, 0, 
680-684, .00, 927869813, false, 0, Personal, credit_card, 28000, 25175, 0, false, B4, -1, INFUNDING, false, 0, 0, -237235187, false, 25175, 28000, 60, 69952112, 0, 0, 10.78, 0, 
685-689, .00, 873436813, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 25200, 0, false, E3, -1, INFUNDING, false, 0, 0, -251635187, false, 25200, 35000, 60, 70192667, 0, 0, 19.89, 0, 
665-669, .00, 1124753813, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 25250, 0, false, E2, -1, INFUNDING, false, 0, 0, -78835187, false, 25250, 30000, 60, 70092459, 0, 0, 20.75, 0, 
690-694, .00, 1127057813, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 25325, 0, false, F1, -1, INFUNDING, false, 0, 0, -35635187, false, 25325, 35000, 60, 70720879, 0, 0, 23.13, 0, 
