fico, loanRateDiff, loanTimeRemaining, isInCurrentOrder, noFee, loanType, purpose, loanAmountRequested, title, loanAmtRemaining, primeUnfundedAmount, alreadyInvestedIn, loanGrade, searchrank, loan_status, hasCosigner, isWholeLoan, primeFractions, wholeLoanTimeRemaining, alreadySelected, loanUnfundedAmount, loanAmt, loanLength, loanGUID, amountToInvest, primeTotalInvestment, loanRate, primeMarkedInvestment, 
780-784, .00, 1006366816, false, 0, Personal, debt_consolidation, 14000, Debt consolidation, 7975, 0, false, C1, -1, INFUNDING, false, 0, 0, -150835184, false, 7975, 14000, 60, 70321558, 0, 0, 11.99, 0, 
660-664, .00, 1193172816, false, 0, Personal, credit_card, 15000, Credit card refinancing, 8100, 0, false, B2, -1, INFUNDING, false, 0, 0, -6835184, false, 8100, 15000, 36, 70611215, 0, 0, 9.16, 0, 
675-679, .00, 1010836816, false, 0, Personal, credit_card, 13200, Credit card refinancing, 8100, 0, false, E4, -1, INFUNDING, false, 0, 0, -150835184, false, 8100, 13200, 60, 70061097, 0, 0, 20.50, 0, 
675-679, .00, 1125949816, false, 0, Personal, debt_consolidation, 11000, Debt consolidation, 8100, 0, false, E3, -1, INFUNDING, false, 0, 0, -35635184, false, 8100, 11000, 60, 70580233, 0, 0, 21.18, 0, 
670-674, .00, 963176816, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 8125, 0, false, E3, -1, INFUNDING, false, 0, 0, -165235184, false, 8125, 12000, 60, 70210893, 0, 0, 19.89, 0, 
725-729, .00, 1199079816, false, 0, Personal, other, 10000, Other, 8150, 0, false, A5, -1, INFUNDING, false, 0, 0, -6835184, false, 8150, 10000, 36, 70660494, 0, 0, 7.89, 0, 
680-684, .00, 1124739816, false, 0, Personal, house, 11200, Home buying, 8150, 0, false, F1, -1, INFUNDING, false, 0, 0, -35635184, false, 8150, 11200, 60, 70590785, 0, 0, 23.13, 0, 
680-684, .00, 1118578816, false, 0, Personal, debt_consolidation, 24000, Debt consolidation, 8175, 0, false, F1, -1, INFUNDING, false, 0, 0, -35635184, false, 8175, 24000, 60, 70660526, 0, 0, 23.13, 0, 
740-744, .00, 1014765816, false, 0, Personal, home_improvement, 26000, Home improvement, 8175, 0, false, E1, -1, INFUNDING, false, 0, 0, -150835184, false, 8175, 26000, 60, 70391832, 0, 0, 18.99, 0, 
680-684, .00, 965492816, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 8175, 0, false, E2, -1, INFUNDING, false, 0, 0, -165235184, false, 8175, 12000, 60, 70381377, 0, 0, 19.48, 0, 
660-664, .00, 1200599816, false, 0, Personal, debt_consolidation, 15125, Debt consolidation, 8225, 0, false, G1, -1, INFUNDING, false, 0, 0, -6835184, false, 8225, 15125, 60, 70721275, 0, 0, 27.34, 0, 
675-679, .00, 1012674816, false, 0, Personal, moving, 10000, Moving and relocation, 8250, 0, false, E3, -1, INFUNDING, false, 0, 0, -150835184, false, 8250, 10000, 60, 70082790, 0, 0, 19.89, 0, 
660-664, .00, 1130119816, false, 0, Personal, debt_consolidation, 10000, Debt consolidation, 8300, 0, false, F3, -1, INFUNDING, false, 0, 0, -35635184, false, 8300, 10000, 60, 70600888, 0, 0, 24.99, 0, 
690-694, .00, 1008592816, false, 0, Personal, home_improvement, 12000, Home improvement, 8350, 0, false, B4, -1, INFUNDING, false, 0, 0, -150835184, false, 8350, 12000, 60, 70431630, 0, 0, 10.78, 0, 
700-704, .00, 1144566816, false, 0, Personal, debt_consolidation, 15000, Debt consolidation, 8475, 0, false, A3, -1, INFUNDING, false, 0, 0, -35635184, false, 8450, 15000, 36, 70681004, 0, 0, 6.97, 0, 
675-679, .00, 1124163816, false, 0, Personal, home_improvement, 20000, Home improvement, 8550, 0, false, B5, -1, INFUNDING, false, 0, 0, -78835184, false, 8550, 20000, 36, 70600866, 0, 0, 11.47, 0, 
720-724, .00, 1188200816, false, 0, Personal, debt_consolidation, 11200, Debt consolidation, 8550, 0, false, C2, -1, INFUNDING, false, 0, 0, -6835184, false, 8550, 11200, 36, 70791061, 0, 0, 12.99, 0, 
725-729, .00, 1123724816, false, 0, Personal, credit_card, 15000, Credit card refinancing, 8550, 0, false, C1, -1, INFUNDING, false, 0, 0, -35635184, false, 8550, 15000, 60, 70590844, 0, 0, 11.99, 0, 
730-734, .00, 932458816, false, 0, Personal, other, 13675, Other, 8575, 0, false, F2, -1, INFUNDING, false, 0, 0, -222835184, false, 8575, 13675, 60, 69573526, 0, 0, 23.13, 0, 
750-754, .00, 1131016816, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 8600, 0, false, A4, -1, INFUNDING, false, 0, 0, -35635184, false, 8600, 12000, 36, 70560917, 0, 0, 7.39, 0, 
680-684, .00, 1126918816, false, 0, Personal, debt_consolidation, 11200, Debt consolidation, 8650, 0, false, C2, -1, INFUNDING, false, 0, 0, -35635184, false, 8650, 11200, 60, 70551130, 0, 0, 12.99, 0, 
745-749, .00, 1030088816, false, 0, Personal, home_improvement, 32000, Home improvement, 8650, 0, false, A3, -1, INFUNDING, false, 0, 0, -165235184, false, 8650, 32000, 36, 70221875, 0, 0, 6.97, 0, 
685-689, .00, 1125043816, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 8750, 0, false, C4, -1, INFUNDING, false, 0, 0, -35635184, false, 8750, 12000, 60, 69983295, 0, 0, 14.46, 0, 
700-704, .00, 879196816, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 8775, 0, false, C2, -1, INFUNDING, false, 0, 0, -251635184, false, 8775, 35000, 60, 70212715, 0, 0, 12.88, 0, 
665-669, .00, 960975816, false, 0, Personal, credit_card, 13000, Credit card refinancing, 8775, 0, false, C2, -1, INFUNDING, false, 0, 0, -165235184, false, 8775, 13000, 60, 70351360, 0, 0, 12.88, 0, 
670-674, .00, 1129106816, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 8775, 0, false, D5, -1, INFUNDING, false, 0, 0, -35635184, false, 8775, 12000, 60, 70660488, 0, 0, 19.53, 0, 
700-704, .00, 1190484816, false, 0, Personal, debt_consolidation, 24650, Debt consolidation, 8800, 0, false, C5, -1, INFUNDING, false, 0, 0, -6835184, false, 8775, 24650, 36, 70491349, 0, 0, 15.31, 0, 
690-694, .00, 1092262816, false, 0, Personal, medical, 12500, Medical expenses, 8825, 0, false, A5, -1, INFUNDING, false, 0, 0, -64435184, false, 8800, 12500, 36, 69732608, 0, 0, 7.89, 0, 
690-694, .00, 914344816, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 8850, 0, false, E4, -1, INFUNDING, false, 0, 0, -251635184, false, 8850, 20000, 60, 70062950, 0, 0, 20.50, 0, 
720-724, .00, 1114958816, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 8900, 0, false, A3, -1, INFUNDING, false, 0, 0, -50035184, false, 8900, 12000, 36, 70690848, 0, 0, 6.97, 0, 
685-689, .00, 1112670816, false, 0, Personal, home_improvement, 12000, Home improvement, 8925, 0, false, A2, -1, INFUNDING, false, 0, 0, -50035184, false, 8900, 12000, 36, 69177913, 0, 0, 6.49, 0, 
680-684, .00, 1120641816, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 8925, 0, false, A4, -1, INFUNDING, false, 0, 0, -35635184, false, 8900, 12000, 36, 70551060, 0, 0, 7.39, 0, 
680-684, .00, 1138579816, false, 0, Personal, credit_card, 14000, Credit card refinancing, 9050, 0, false, B5, -1, INFUNDING, false, 0, 0, -35635184, false, 9050, 14000, 36, 70740909, 0, 0, 11.47, 0, 
675-679, .00, 925780816, false, 0, Personal, debt_consolidation, 19700, Debt consolidation, 9075, 0, false, F5, -1, INFUNDING, false, 0, 0, -237235184, false, 9075, 19700, 60, 70143893, 0, 0, 26.06, 0, 
700-704, .00, 962849816, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 9075, 0, false, E2, -1, INFUNDING, false, 0, 0, -165235184, false, 9075, 12000, 60, 70391399, 0, 0, 19.48, 0, 
690-694, .00, 1123263816, false, 0, Personal, small_business, 10800, Business, 9075, 0, false, F2, -1, INFUNDING, false, 0, 0, -35635184, false, 9075, 10800, 60, 70640835, 0, 0, 24.11, 0, 
660-664, .00, 1006503816, false, 0, Personal, debt_consolidation, 12425, Debt consolidation, 9100, 0, false, F4, -1, INFUNDING, false, 0, 0, -150835184, false, 9100, 12425, 60, 70441609, 0, 0, 25.09, 0, 
680-684, .00, 1005530816, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 9125, 0, false, B4, -1, INFUNDING, false, 0, 0, -150835184, false, 9125, 12000, 60, 70491591, 0, 0, 10.78, 0, 
675-679, .00, 929833816, false, 0, Personal, debt_consolidation, 13900, Debt consolidation, 9125, 0, false, F1, -1, INFUNDING, false, 0, 0, -222835184, false, 9125, 13900, 60, 70154411, 0, 0, 22.45, 0, 
685-689, .00, 1129068816, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 9150, 0, false, C2, -1, INFUNDING, false, 0, 0, -35635184, false, 9150, 12000, 60, 70790839, 0, 0, 12.99, 0, 
690-694, .00, 944680816, false, 0, Personal, debt_consolidation, 18000, Debt consolidation, 9150, 0, false, C3, -1, INFUNDING, false, 0, 0, -208435184, false, 9150, 18000, 60, 70073048, 0, 0, 13.44, 0, 
735-739, .00, 882165816, false, 0, Personal, moving, 20800, 9175, 0, false, F4, -1, INFUNDING, false, 0, 0, -251635184, false, 9175, 20800, 60, 68952619, 0, 0, 25.09, 0, 
660-664, .00, 1005381816, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 9200, 0, false, D2, -1, INFUNDING, false, 0, 0, -150835184, false, 9200, 12000, 60, 69663676, 0, 0, 16.59, 0, 
680-684, .00, 1186482816, false, 0, Personal, other, 12000, Other, 9225, 0, false, B2, -1, INFUNDING, false, 0, 0, -21235184, false, 9225, 12000, 36, 70781048, 0, 0, 9.16, 0, 
700-704, .00, 957400816, false, 0, Personal, credit_card, 20000, Credit card refinancing, 9225, 0, false, B5, -1, INFUNDING, false, 0, 0, -251635184, false, 9225, 20000, 60, 70511308, 0, 0, 11.48, 0, 
685-689, .00, 1091258816, false, 0, Personal, credit_card, 11800, Credit card refinancing, 9250, 0, false, F2, -1, INFUNDING, false, 0, 0, -64435184, false, 9250, 11800, 60, 70730443, 0, 0, 24.11, 0, 
665-669, .00, 877710816, false, 0, Personal, debt_consolidation, 15000, Debt consolidation, 9300, 0, false, E2, -1, INFUNDING, false, 0, 0, -251635184, false, 9300, 15000, 60, 69574669, 0, 0, 19.48, 0, 
680-684, .00, 1013745816, false, 0, Personal, debt_consolidation, 15125, Debt consolidation, 9300, 0, false, D1, -1, INFUNDING, false, 0, 0, -150835184, false, 9300, 15125, 60, 69624784, 0, 0, 15.77, 0, 
690-694, .00, 872856816, false, 0, Personal, credit_card, 15000, Credit card refinancing, 9300, 0, false, D3, -1, INFUNDING, false, 0, 0, -251635184, false, 9300, 15000, 60, 69912577, 0, 0, 17.27, 0, 
740-744, .00, 1109095816, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 9300, 0, false, A1, -1, INFUNDING, false, 0, 0, -50035184, false, 9300, 12000, 36, 70730661, 0, 0, 5.32, 0, 
665-669, .00, 1196343816, false, 0, Personal, credit_card, 16275, Credit card refinancing, 9350, 0, false, E4, -1, INFUNDING, false, 0, 0, -6835184, false, 9350, 16275, 36, 70721220, 0, 0, 21.97, 0, 
660-664, .00, 941752816, false, 0, Personal, debt_consolidation, 15525, Debt consolidation, 9425, 0, false, F5, -1, INFUNDING, false, 0, 0, -222835184, false, 9425, 15525, 60, 68987485, 0, 0, 26.06, 0, 
685-689, .00, 973159816, false, 0, Personal, home_improvement, 14400, Home improvement, 9450, 0, false, D2, -1, INFUNDING, false, 0, 0, -165235184, false, 9450, 14400, 60, 70511440, 0, 0, 16.59, 0, 
705-709, .00, 1123776816, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 9475, 0, false, B4, -1, INFUNDING, false, 0, 0, -35635184, false, 9475, 12000, 60, 70690895, 0, 0, 10.75, 0, 
735-739, .00, 1188350816, false, 0, Personal, debt_consolidation, 14000, Debt consolidation, 9525, 0, false, B3, -1, INFUNDING, false, 0, 0, -6835184, false, 9525, 14000, 36, 69442511, 0, 0, 9.75, 0, 
660-664, .00, 956303816, false, 0, Personal, car, 16000, Car financing, 9575, 0, false, C2, -1, INFUNDING, false, 0, 0, -208435184, false, 9575, 16000, 60, 68744872, 0, 0, 12.88, 0, 
665-669, .00, 1102647816, false, 0, Personal, credit_card, 16000, Credit card refinancing, 9650, 0, false, F2, -1, INFUNDING, false, 0, 0, -93235184, false, 9650, 16000, 60, 70620573, 0, 0, 24.11, 0, 
715-719, .00, 1151241816, false, 0, Personal, credit_card, 15000, Credit card refinancing, 9700, 0, false, C5, -1, INFUNDING, false, 0, 0, -35635184, false, 9700, 15000, 36, 70671157, 0, 0, 15.31, 0, 
670-674, .00, 870546816, false, 0, Personal, moving, 15350, Moving and relocation, 9700, 0, false, E2, -1, INFUNDING, false, 0, 0, -294835184, false, 9700, 15350, 60, 70092976, 0, 0, 19.48, 0, 
700-704, .00, 964334816, false, 0, Personal, debt_consolidation, 15300, Debt consolidation, 9750, 0, false, C2, -1, INFUNDING, false, 0, 0, -165235184, false, 9750, 15300, 60, 70461370, 0, 0, 12.88, 0, 
680-684, .00, 1183724816, false, 0, Personal, debt_consolidation, 13000, Debt consolidation, 9775, 0, false, C1, -1, INFUNDING, false, 0, 0, -21235184, false, 9775, 13000, 36, 70641109, 0, 0, 11.99, 0, 
700-704, .00, 864261816, false, 0, Personal, debt_consolidation, 19000, Debt consolidation, 9825, 0, false, C4, -1, INFUNDING, false, 0, 0, -294835184, false, 9825, 19000, 60, 69874235, 0, 0, 13.99, 0, 
705-709, .00, 1181180816, false, 0, Personal, credit_card, 12000, Credit card refinancing, 9850, 0, false, A3, -1, INFUNDING, false, 0, 0, -21235184, false, 9850, 12000, 36, 70711030, 0, 0, 6.97, 0, 
675-679, .00, 1175599816, false, 0, Personal, debt_consolidation, 12800, 9850, 0, false, C2, -1, INFUNDING, false, 0, 0, -21235184, false, 9850, 12800, 36, 70240152, 0, 0, 12.99, 0, 
660-664, .00, 948642816, false, 0, Personal, debt_consolidation, 16000, Debt consolidation, 9850, 0, false, C2, -1, INFUNDING, false, 0, 0, -208435184, false, 9850, 16000, 60, 69969497, 0, 0, 12.88, 0, 
670-674, .00, 1007507816, false, 0, Personal, small_business, 12000, Business, 9925, 0, false, F1, -1, INFUNDING, false, 0, 0, -150835184, false, 9925, 12000, 60, 70441636, 0, 0, 22.45, 0, 
720-724, .00, 1109019816, false, 0, Personal, debt_consolidation, 13000, Debt consolidation, 9975, 0, false, A2, -1, INFUNDING, false, 0, 0, -50035184, false, 9950, 13000, 36, 70790688, 0, 0, 6.49, 0, 
710-714, .00, 874161816, false, 0, Personal, debt_consolidation, 17475, Debt consolidation, 9975, 0, false, D1, -1, INFUNDING, false, 0, 0, -251635184, false, 9975, 17475, 60, 70132734, 0, 0, 15.77, 0, 
685-689, .00, 1100992816, false, 0, Personal, credit_card, 13000, Credit card refinancing, 10000, 0, false, A5, -1, INFUNDING, false, 0, 0, -64435184, false, 10000, 13000, 36, 70700368, 0, 0, 7.89, 0, 
685-689, .00, 1009809816, false, 0, Personal, credit_card, 28000, Credit card refinancing, 10075, 0, false, A2, -1, INFUNDING, false, 0, 0, -150835184, false, 10075, 28000, 36, 70371607, 0, 0, 6.49, 0, 
705-709, .00, 1184395816, false, 0, Personal, major_purchase, 18250, Major purchase, 10100, 0, false, D3, -1, INFUNDING, false, 0, 0, -21235184, false, 10100, 18250, 36, 70561123, 0, 0, 18.25, 0, 
680-684, .00, 1144392816, false, 0, Personal, debt_consolidation, 16000, Debt consolidation, 10150, 0, false, C5, -1, INFUNDING, false, 0, 0, -35635184, false, 10125, 16000, 36, 70681003, 0, 0, 15.31, 0, 
675-679, .00, 1126736816, false, 0, Personal, debt_consolidation, 15000, Debt consolidation, 10150, 0, false, B4, -1, INFUNDING, false, 0, 0, -35635184, false, 10150, 15000, 36, 70690230, 0, 0, 10.75, 0, 
710-714, .00, 859961816, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 10175, 0, false, B4, -1, INFUNDING, false, 0, 0, -294835184, false, 10175, 20000, 60, 70032562, 0, 0, 10.78, 0, 
710-714, .00, 1090909816, false, 0, Personal, debt_consolidation, 14400, Debt consolidation, 10275, 0, false, A5, -1, INFUNDING, false, 0, 0, -64435184, false, 10250, 14400, 36, 69853106, 0, 0, 7.89, 0, 
720-724, .00, 974165816, false, 0, Personal, major_purchase, 20800, Major purchase, 10300, 0, false, D4, -1, INFUNDING, false, 0, 0, -165235184, false, 10300, 20800, 60, 70461431, 0, 0, 17.97, 0, 
710-714, .00, 870844816, false, 0, Personal, debt_consolidation, 18300, Debt consolidation, 10300, 0, false, E5, -1, INFUNDING, false, 0, 0, -294835184, false, 10300, 18300, 60, 70082558, 0, 0, 21.48, 0, 
710-714, .00, 863481816, false, 0, Personal, debt_consolidation, 34000, 10400, 0, false, E1, -1, INFUNDING, false, 0, 0, -338035184, false, 10400, 34000, 60, 70241299, 0, 0, 18.99, 0, 
665-669, .00, 959819816, false, 0, Personal, debt_consolidation, 14275, Debt consolidation, 10425, 0, false, F1, -1, INFUNDING, false, 0, 0, -165235184, false, 10425, 14275, 60, 70311307, 0, 0, 22.45, 0, 
685-689, .00, 1013062816, false, 0, Personal, credit_card, 28000, Credit card refinancing, 10425, 0, false, A3, -1, INFUNDING, false, 0, 0, -150835184, false, 10425, 28000, 36, 70331392, 0, 0, 6.99, 0, 
665-669, .00, 1006055816, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 10425, 0, false, E5, -1, INFUNDING, false, 0, 0, -150835184, false, 10425, 12000, 60, 70331598, 0, 0, 21.48, 0, 
685-689, .00, 1128007816, false, 0, Personal, credit_card, 13000, Credit card refinancing, 10500, 0, false, B3, -1, INFUNDING, false, 0, 0, -35635184, false, 10500, 13000, 60, 70331997, 0, 0, 9.75, 0, 
670-674, .00, 1033775816, false, 0, Personal, other, 13200, Other, 10500, 0, false, C1, -1, INFUNDING, false, 0, 0, -165235184, false, 10500, 13200, 60, 70630161, 0, 0, 11.99, 0, 
665-669, .00, 1114192816, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 10525, 0, false, C5, -1, INFUNDING, false, 0, 0, -93235184, false, 10525, 20000, 60, 70660757, 0, 0, 15.31, 0, 
710-714, .00, 1011120816, false, 0, Personal, debt_consolidation, 16500, Debt consolidation, 10575, 0, false, E4, -1, INFUNDING, false, 0, 0, -150835184, false, 10575, 16500, 60, 70411635, 0, 0, 20.50, 0, 
665-669, .00, 1002900816, false, 0, Personal, debt_consolidation, 12800, 10575, 0, false, C5, -1, INFUNDING, false, 0, 0, -150835184, false, 10575, 12800, 60, 69955256, 0, 0, 14.85, 0, 
665-669, .00, 941564816, false, 0, Personal, debt_consolidation, 20725, Debt consolidation, 10675, 0, false, D4, -1, INFUNDING, false, 0, 0, -266035184, false, 10675, 20725, 60, 70291125, 0, 0, 17.97, 0, 
660-664, .00, 998834816, false, 0, Personal, credit_card, 14000, Credit card refinancing, 10700, 0, false, D1, -1, INFUNDING, false, 0, 0, -165235184, false, 10700, 14000, 60, 70063186, 0, 0, 15.77, 0, 
680-684, .00, 1024961816, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 10700, 0, false, D4, -1, INFUNDING, false, 0, 0, -179635184, false, 10700, 35000, 60, 70312012, 0, 0, 17.97, 0, 
715-719, .00, 1039365816, false, 0, Personal, other, 14400, Other, 10725, 0, false, F2, -1, INFUNDING, false, 0, 0, -165235184, false, 10725, 14400, 60, 70351704, 0, 0, 24.11, 0, 
660-664, .00, 1171289816, false, 0, Personal, credit_card, 23000, Credit card refinancing, 10725, 0, false, B2, -1, INFUNDING, false, 0, 0, -35635184, false, 10725, 23000, 36, 70661031, 0, 0, 9.16, 0, 
700-704, .00, 927718816, false, 0, Personal, debt_consolidation, 20225, Debt consolidation, 10725, 0, false, E4, -1, INFUNDING, false, 0, 0, -237235184, false, 10725, 20225, 60, 70093066, 0, 0, 20.50, 0, 
695-699, .00, 962356816, false, 0, Personal, credit_card, 26975, Credit card refinancing, 10725, 0, false, E5, -1, INFUNDING, false, 0, 0, -165235184, false, 10725, 26975, 60, 70431382, 0, 0, 21.48, 0, 
695-699, .00, 966734816, false, 0, Personal, home_improvement, 14950, Home improvement, 10750, 0, false, E4, -1, INFUNDING, false, 0, 0, -165235184, false, 10750, 14950, 60, 70123329, 0, 0, 20.50, 0, 
670-674, .00, 1177818816, false, 0, Personal, debt_consolidation, 15000, Debt consolidation, 10775, 0, false, C5, -1, INFUNDING, false, 0, 0, -21235184, false, 10775, 15000, 36, 70730915, 0, 0, 15.31, 0, 
670-674, .00, 915726816, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 10775, 0, false, E2, -1, INFUNDING, false, 0, 0, -237235184, false, 10775, 20000, 60, 70222689, 0, 0, 19.48, 0, 
730-734, .00, 943365816, false, 0, Personal, debt_consolidation, 18000, Debt consolidation, 10825, 0, false, C1, -1, INFUNDING, false, 0, 0, -208435184, false, 10825, 18000, 60, 69544397, 0, 0, 11.99, 0, 
755-759, .00, 1106012816, false, 0, Personal, credit_card, 25000, Credit card refinancing, 10825, 0, false, B3, -1, INFUNDING, false, 0, 0, -93235184, false, 10825, 25000, 60, 70750626, 0, 0, 9.75, 0, 
670-674, .00, 1185164816, false, 0, Personal, debt_consolidation, 14000, Debt consolidation, 10850, 0, false, B4, -1, INFUNDING, false, 0, 0, -21235184, false, 10850, 14000, 36, 70621068, 0, 0, 10.75, 0, 
690-694, .00, 959355816, false, 0, Personal, debt_consolidation, 15000, Debt consolidation, 10875, 0, false, E1, -1, INFUNDING, false, 0, 0, -165235184, false, 10875, 15000, 60, 70381312, 0, 0, 18.99, 0, 
685-689, .00, 1127915816, false, 0, Personal, debt_consolidation, 14000, Debt consolidation, 10900, 0, false, A4, -1, INFUNDING, false, 0, 0, -35635184, false, 10875, 14000, 36, 70770961, 0, 0, 7.39, 0, 
665-669, .00, 869936816, false, 0, Personal, debt_consolidation, 17625, Debt consolidation, 10950, 0, false, F4, -1, INFUNDING, false, 0, 0, -294835184, false, 10950, 17625, 60, 69992705, 0, 0, 25.09, 0, 
690-694, .00, 870897816, false, 0, Personal, home_improvement, 20000, Home improvement, 10975, 0, false, D2, -1, INFUNDING, false, 0, 0, -294835184, false, 10975, 20000, 60, 70122879, 0, 0, 16.59, 0, 
670-674, .00, 1090286816, false, 0, Personal, credit_card, 14900, Credit card refinancing, 10975, 0, false, A5, -1, INFUNDING, false, 0, 0, -64435184, false, 10975, 14900, 36, 68943927, 0, 0, 7.89, 0, 
690-694, .00, 866714816, false, 0, Personal, credit_card, 20000, Credit card refinancing, 11000, 0, false, B3, -1, INFUNDING, false, 0, 0, -294835184, false, 11000, 20000, 60, 69752373, 0, 0, 9.80, 0, 
665-669, .00, 973093816, false, 0, Personal, credit_card, 16000, 11000, 0, false, E3, -1, INFUNDING, false, 0, 0, -165235184, false, 11000, 16000, 60, 69954244, 0, 0, 19.89, 0, 
695-699, .00, 953228816, false, 0, Personal, debt_consolidation, 18000, Debt consolidation, 11025, 0, false, C1, -1, INFUNDING, false, 0, 0, -208435184, false, 11025, 18000, 60, 70151518, 0, 0, 11.99, 0, 
695-699, .00, 1022515816, false, 0, Personal, other, 15000, Other, 11025, 0, false, E1, -1, INFUNDING, false, 0, 0, -179635184, false, 11025, 15000, 60, 70511883, 0, 0, 18.99, 0, 
670-674, .00, 859519816, false, 0, Personal, credit_card, 20000, Credit card refinancing, 11050, 0, false, C2, -1, INFUNDING, false, 0, 0, -294835184, false, 11050, 20000, 60, 70153538, 0, 0, 12.88, 0, 
660-664, .00, 849577816, false, 0, Personal, debt_consolidation, 18000, Debt consolidation, 11100, 0, false, F2, -1, INFUNDING, false, 0, 0, -309235184, false, 11100, 18000, 60, 69982522, 0, 0, 23.13, 0, 
695-699, .00, 909440816, false, 0, Personal, credit_card, 16000, Credit card refinancing, 11125, 0, false, B1, -1, INFUNDING, false, 0, 0, -251635184, false, 11125, 16000, 60, 70162953, 0, 0, 8.49, 0, 
725-729, .00, 1030941816, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 11125, 0, false, F3, -1, INFUNDING, false, 0, 0, -122035184, false, 11125, 25000, 60, 70093200, 0, 0, 24.24, 0, 
680-684, .00, 853707816, false, 0, Personal, debt_consolidation, 17500, Debt consolidation, 11125, 0, false, E3, -1, INFUNDING, false, 0, 0, -309235184, false, 11125, 17500, 60, 70082333, 0, 0, 19.89, 0, 
665-669, .00, 1125159816, false, 0, Personal, debt_consolidation, 14000, Debt consolidation, 11225, 0, false, C3, -1, INFUNDING, false, 0, 0, -35635184, false, 11225, 14000, 60, 70730827, 0, 0, 13.67, 0, 
725-729, .00, 944287816, false, 0, Personal, credit_card, 16000, Credit card refinancing, 11300, 0, false, A4, -1, INFUNDING, false, 0, 0, -208435184, false, 11300, 16000, 60, 70491148, 0, 0, 7.49, 0, 
675-679, .00, 851530816, false, 0, Personal, debt_consolidation, 21600, Debt consolidation, 11300, 0, false, F1, -1, INFUNDING, false, 0, 0, -352435184, false, 11300, 21600, 60, 70024753, 0, 0, 22.45, 0, 
690-694, .00, 862526816, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 11375, 0, false, B3, -1, INFUNDING, false, 0, 0, -294835184, false, 11375, 20000, 60, 68703555, 0, 0, 9.80, 0, 
675-679, .00, 854773816, false, 0, Personal, debt_consolidation, 18700, Debt consolidation, 11450, 0, false, E2, -1, INFUNDING, false, 0, 0, -352435184, false, 11450, 18700, 60, 70012474, 0, 0, 19.48, 0, 
690-694, .00, 1123717816, false, 0, Personal, debt_consolidation, 14400, 11450, 0, false, D1, -1, INFUNDING, false, 0, 0, -35635184, false, 11450, 14400, 60, 70580908, 0, 0, 16.29, 0, 
705-709, .00, 850147816, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 11475, 0, false, C1, -1, INFUNDING, false, 0, 0, -309235184, false, 11475, 20000, 60, 70024674, 0, 0, 11.99, 0, 
665-669, .00, 854786816, false, 0, Personal, debt_consolidation, 16550, Debt consolidation, 11475, 0, false, E4, -1, INFUNDING, false, 0, 0, -352435184, false, 11475, 16550, 60, 69991952, 0, 0, 20.50, 0, 
670-674, .00, 1178329816, false, 0, Personal, small_business, 30000, Business, 11475, 0, false, C5, -1, INFUNDING, false, 0, 0, -21235184, false, 11475, 30000, 36, 70181991, 0, 0, 15.31, 0, 
740-744, .00, 915189816, false, 0, Personal, debt_consolidation, 18200, Debt consolidation, 11500, 0, false, E1, -1, INFUNDING, false, 0, 0, -237235184, false, 11500, 18200, 60, 70072867, 0, 0, 18.99, 0, 
670-674, .00, 1176519816, false, 0, Personal, credit_card, 27500, Credit card refinancing, 11500, 0, false, G2, -1, INFUNDING, false, 0, 0, -21235184, false, 11500, 27500, 60, 70731016, 0, 0, 28.14, 0, 
720-724, .00, 943396816, false, 0, Personal, debt_consolidation, 18000, Debt consolidation, 11500, 0, false, B3, -1, INFUNDING, false, 0, 0, -208435184, false, 11500, 18000, 60, 70003271, 0, 0, 9.80, 0, 
680-684, .00, 851843816, false, 0, Personal, debt_consolidation, 17000, Debt consolidation, 11525, 0, false, B3, -1, INFUNDING, false, 0, 0, -309235184, false, 11525, 17000, 60, 70222144, 0, 0, 9.80, 0, 
665-669, .00, 951168816, false, 0, Personal, debt_consolidation, 16200, Debt consolidation, 11525, 0, false, F4, -1, INFUNDING, false, 0, 0, -208435184, false, 11525, 16200, 60, 70431262, 0, 0, 25.09, 0, 
